House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
29,Read Wells,Kathleen,Griffiths,30,Wife,Married,Female,Secretary/administrator,None,Catholic
29,Read Wells,Kim,Griffiths,0,Daughter,NA,Female,Child,None,NA
29,Read Wells,William,Simpson,49,Lodger,Single,Male,Theatre director,None,Catholic
29,Read Wells,Barbara,Hicks,49,Lodger,Single,Female,Animal technologist,None,Methodist
30,Read Wells,Abdul,Briggs,36,Head,Divorced,Male,Minerals surveyor,None,Methodist
31,Read Wells,Adrian,Robinson,79,Head,Widowed,Male,Retired Professor Emeritus,None,Christian
31,Read Wells,David,Robinson,12,Grandson,NA,Male,Student,None,NA
32,Read Wells,Marie,Edwards,45,Head,Married,Female,"Engineer, petroleum",None,Christian
32,Read Wells,Patrick,Edwards,47,Husband,Married,Male,Jewellery designer,None,Christian
32,Read Wells,Glen,Edwards,17,Son,NA,Male,Student,None,NA
33,Read Wells,Melissa,Palmer,22,Head,Divorced,Female,University Student,None,Christian
34,Read Wells,Deborah,Stokes,45,Head,Single,Female,Unemployed,None,Christian
34,Read Wells,Guy,Kelly,48,Partner,Single,Male,Estate agent,None,None
35,Read Wells,Rhys,Chapman,74,Head,Married,Male,"Retired Engineer, civil (consulting)",None,None
35,Read Wells,Amy,Chapman,77,Wife,Married,Female,Retired Recycling officer,None,None
35,Read Wells,Chelsea,Chapman,43,Daughter,Single,Female,Personnel officer,None,None
35,Read Wells,Jennifer,Chapman,43,Daughter,Single,Female,Commercial/residential surveyor,None,None
35,Read Wells,Jill,Chapman,39,Daughter,Single,Female,Writer,None,None
36,Read Wells,Gary,Mitchell,51,Head,Married,Male,Multimedia programmer,None,Catholic
36,Read Wells,Lynne,Mitchell,45,Wife,Married,Female,Unemployed,None,Catholic
37,Read Wells,Sharon,Richards,49,Head,Single,Female,Unemployed,None,Catholic
37,Read Wells,Joseph,Iqbal,21,None,Single,Male,University Student,None,Methodist
38,Read Wells,Jack,Hill,59,Head,Married,Male,Local government officer,None,Christian
38,Read Wells,Dorothy,Hill,58,Wife,Married,Female,Community education officer,None,None
39,Read Wells,Molly,Morris,43,Head,Single,Female,Early years teacher,None,None
39,Read Wells,Gillian,Morris,10,Daughter,NA,Female,Student,None,NA
39,Read Wells,Carolyn,Morris,10,Daughter,NA,Female,Student,None,NA
40,Read Wells,Danielle,Welch,38,Head,Single,Female,Airline pilot,None,Methodist
40,Read Wells,Elizabeth,Jones,27,None,Single,Female,Historic buildings inspector/conservation officer,None,Catholic
40,Read Wells,Nicholas,Rose,51,None,Single,Male,Educational psychologist,None,None
40,Read Wells,Mohammad,Ward,38,None,Single,Male,Structural engineer,None,Methodist
41,Read Wells,Geraldine,Evans,64,Head,Married,Female,Homeopath,None,None
41,Read Wells,Gerald,Evans,67,Husband,Married,Male,"Buyer, industrial",None,None
42,Read Wells,Eleanor,Simpson,44,Head,Single,Female,"Surveyor, quantity",None,None
42,Read Wells,Ellie,Simpson,11,Daughter,NA,Female,Student,None,NA
42,Read Wells,Joe,Simpson,8,Son,NA,Male,Student,None,NA
43,Read Wells,Jenna,Boyle,34,Head,Divorced,Female,Unemployed,Disabled,Catholic
43,Read Wells,Rebecca,White-Boyle,5,Daughter,NA,Female,Student,None,NA
44,Read Wells,Alice,Cartwright,74,Head,Widowed,Female,Retired Professor Emeritus,None,Christian
45,Read Wells,Gordon,Cox-Edwards,52,Head,Married,Male,Nature conservation officer,None,Catholic
45,Read Wells,Janice,Cox-Edwards,49,Wife,Married,Female,Agricultural engineer,None,Catholic
46,Read Wells,Simon,Jones,75,Head,Divorced,Male,"Retired Psychologist, counselling",None,Christian
47,Read Wells,Catherine,Thomas,70,Head,Married,Female,"Retired Civil engineer, consulting",None,Christian
47,Read Wells,Toby,Thomas,72,Husband,Married,Male,Retired Newspaper journalist,None,Christian
48,Read Wells,Kathryn,Randall,55,Head,Divorced,Female,"Embryologist, clinical",None,None
48,Read Wells,Abigail,Randall,32,Daughter,Single,Female,"Biochemist, clinical",None,None
48,Read Wells,Charles,Randall,32,Son,Single,Male,"Scientist, biomedical",None,None
48,Read Wells,Donna,Randall,31,Daughter,Single,Female,Glass blower/designer,None,None
49,Read Wells,Margaret,Quinn-Morris,32,Head,Married,Female,Unemployed,None,None
49,Read Wells,Alex,Quinn-Morris,34,Husband,Married,Male,Clinical psychologist,None,None
49,Read Wells,Carole,Quinn-Morris,15,Daughter,NA,Female,Student,None,NA
49,Read Wells,Michelle,Quinn-Morris,13,Daughter,NA,Female,Student,None,NA
49,Read Wells,Gemma,Quinn-Morris,10,Daughter,NA,Female,Student,None,NA
50,Read Wells,Lynda,Farrell,64,Head,Married,Female,Government social research officer,None,Christian
50,Read Wells,Neil,Farrell,68,Husband,Married,Male,Retired Clothing/textile technologist,None,Christian
50,Read Wells,Aimee,Farrell,33,Daughter,Single,Female,Publishing rights manager,None,None
51,Read Wells,Hazel,Watson,54,Head,Single,Female,Information systems manager,None,None
51,Read Wells,Lisa,Powell,49,None,Single,Female,"Accountant, chartered public finance",None,Christian
51,Read Wells,Thomas,Webster,47,None,Single,Male,"Editor, commissioning",None,Catholic
51,Read Wells,Lee,Roberts,45,None,Single,Male,Unemployed,None,Catholic
52,Read Wells,Allan,Jones,41,Head,Single,Male,Unemployed,None,Catholic
52,Read Wells,Kimberley,Jones,4,Daughter,NA,Female,Child,None,NA
53,Read Wells,Michelle,Rogers,44,Head,Married,Female,"Therapist, horticultural",None,None
53,Read Wells,Leigh,Rogers,50,Husband,Married,Male,Comptroller,None,None
53,Read Wells,Lynne,Rogers,8,Daughter,NA,Female,Student,None,NA
53,Read Wells,Mary,Rogers,7,Daughter,NA,Female,Student,None,NA
54,Read Wells,Leslie,Smith,31,Head,Single,Male,"Surveyor, building control",None,None
55,Read Wells,Conor,Parsons,76,Head,Married,Male,Retired Media planner,None,Christian
55,Read Wells,Donna,Parsons,72,Wife,Married,Female,Retired Horticultural therapist,None,Christian
1,Smith Vista,Leah,Harrison,33,Head,Single,Female,Music tutor,None,None
1,Smith Vista,Leigh,Austin,35,Partner,Single,Male,"Psychologist, educational",None,None
2,Smith Vista,Timothy,Barker,25,Head,Divorced,Male,Counselling psychologist,None,None
3,Smith Vista,Gemma,Patel,41,Head,Married,Female,Medical laboratory scientific officer,None,Christian
3,Smith Vista,Damian,Patel,46,Husband,Married,Male,"Engineer, manufacturing",None,None
3,Smith Vista,Guy,Patel,21,Son,Single,Male,University Student,None,Christian
4,Smith Vista,Karen,Macdonald,47,Head,Single,Female,"Psychologist, educational",None,None
4,Smith Vista,Norman,Bruce,12,Step-Son,NA,Male,Student,None,NA
4,Smith Vista,Elliott,Knight,10,Step-Son,NA,Male,Student,None,NA
5,Smith Vista,Frances,Roberts,39,Head,Married,Female,Unemployed,None,Catholic
5,Smith Vista,Donald,Roberts,43,Husband,Married,Male,Retail banker,None,None
5,Smith Vista,Anna,Roberts,6,Daughter,NA,Female,Student,None,NA
5,Smith Vista,Rachel,Roberts,6,Daughter,NA,Female,Student,None,NA
5,Smith Vista,Nathan,Roberts,2,Son,NA,Male,Child,None,NA
6,Smith Vista,Deborah,Hunt,19,Head,Single,Female,University Student,None,Catholic
6,Smith Vista,Helen,Miles,21,None,Single,Female,University Student,None,None
6,Smith Vista,Terence,Richardson,21,None,Single,Male,University Student,None,Methodist
7,Smith Vista,Damien,Gallagher,49,Head,Divorced,Male,Editorial assistant,None,None
7,Smith Vista,Hollie,Gallagher,3,Daughter,NA,Female,Child,None,NA
8,Smith Vista,Lauren,Stevens,34,Head,Single,Female,Geographical information systems officer,None,Jewish
8,Smith Vista,Clive,Warner,36,Partner,Single,Male,"Therapist, occupational",None,Jewish
8,Smith Vista,Mohammad,Stevens,9,Son,NA,Male,Student,None,NA
9,Smith Vista,Lesley,Barry,54,Head,Single,Female,Insurance underwriter,None,None
9,Smith Vista,Barry,Barry,31,Son,Divorced,Male,"Engineer, electronics",None,None
9,Smith Vista,Bryan,Barry,30,Son,Divorced,Male,Community education officer,None,None
10,Smith Vista,Bethan,Butcher,52,Head,Married,Female,Medical physicist,None,Christian
10,Smith Vista,Sam,Butcher,55,Husband,Married,Male,Estate agent,None,Christian
10,Smith Vista,Kathleen,Butcher,25,Daughter,Single,Female,"Pilot, airline",None,Christian
11,Smith Vista,Liam,Reed,53,Head,Married,Male,Accounting technician,None,Christian
11,Smith Vista,Yvonne,Reed,51,Wife,Married,Female,Public librarian,None,Christian
11,Smith Vista,Rosemary,Khan,22,Step-Daughter,Single,Female,University Student,None,Christian
11,Smith Vista,Christine,Khan,18,Step-Daughter,Divorced,Female,Student,None,Christian
11,Smith Vista,Alex,Stevens,18,Step-Son,Single,Male,Student,None,Christian
12,Smith Vista,Caroline,Wright,51,Head,Married,Female,Print production planner,None,Catholic
12,Smith Vista,Raymond,Wright,50,Husband,Married,Male,Chartered public finance accountant,None,Catholic
12,Smith Vista,Yvonne,Wright,22,Daughter,Single,Female,University Student,None,Catholic
12,Smith Vista,Justin,Wright,19,Son,Single,Male,University Student,None,None
12,Smith Vista,Jacqueline,Wright,15,Daughter,NA,Female,Student,None,NA
12,Smith Vista,Kyle,Wright,11,Son,NA,Male,Student,None,NA
13,Smith Vista,Kathleen,Baker,48,Head,Single,Female,Sales executive,None,None
13,Smith Vista,Brandon,Baker,10,Son,NA,Male,Student,None,NA
1,Repton Drive,Pamela,Weston,49,Head,Single,Female,Holiday representative,None,Christian
1,Repton Drive,Fiona,Weston,7,Neice,NA,Female,Student,None,NA
2,Repton Drive,Naomi,Cartwright,76,Head,Widowed,Female,"Retired Psychologist, sport and exercise",None,Christian
2,Repton Drive,Damian,Cartwright,0,Grandson,NA,Male,Child,None,NA
3,Repton Drive,Jane,Carter,49,Head,Divorced,Female,Software engineer,None,Methodist
3,Repton Drive,Dale,White-Carter,14,Son,NA,Male,Student,None,NA
4,Repton Drive,Laura,Bray,76,Head,Married,Female,"Retired Teacher, special educational needs",None,Methodist
4,Repton Drive,Douglas,Bray,78,Husband,Married,Male,"Retired Engineer, drilling",None,Methodist
5,Repton Drive,Joshua,Benson,40,Head,Single,Male,"Engineer, water",None,None
5,Repton Drive,Conor,Cook,61,None,Single,Male,Fitness centre manager,None,Christian
5,Repton Drive,Zoe,Cartwright,60,None,Single,Female,"Surveyor, minerals",None,Christian
5,Repton Drive,Philip,Smith,53,None,Single,Male,Sports development officer,None,Methodist
6,Repton Drive,Michelle,Tucker,46,Head,Single,Female,Chief Technology Officer,None,None
7,Repton Drive,Mark,Smith,32,Head,Single,Male,"Surveyor, insurance",None,None
7,Repton Drive,Ross,Mann,54,None,Single,Male,Health and safety adviser,None,Christian
7,Repton Drive,Gerald,Kerr,33,None,Single,Male,Astronomer,None,None
7,Repton Drive,Joan,Barber,39,None,Single,Female,"Copywriter, advertising",None,None
8,Repton Drive,Julian,Martin,52,Head,Single,Male,Operational investment banker,None,Methodist
8,Repton Drive,Holly,Martin,6,Granddaughter,NA,Female,Student,None,NA
9,Repton Drive,Marilyn,Brown,49,Head,Single,Female,Early years teacher,None,Christian
9,Repton Drive,Tracey,Brown,21,Daughter,Single,Female,University Student,None,Christian
9,Repton Drive,Mandy,Brown,17,Daughter,NA,Female,Student,None,NA
10,Repton Drive,Fiona,Robinson,38,Head,Divorced,Female,Automotive engineer,None,None
10,Repton Drive,Craig,White-Robinson,20,Son,Divorced,Male,University Student,None,None
10,Repton Drive,Philip,White-Robinson,19,Son,Divorced,Male,University Student,None,None
10,Repton Drive,Callum,White-Robinson,15,Son,NA,Male,Student,None,NA
10,Repton Drive,Jacob,White-Robinson,10,Son,NA,Male,Student,None,NA
11,Repton Drive,Stanley,Edwards,23,Head,Single,Male,"Research officer, political party",None,Catholic
11,Repton Drive,Anna,Day,21,Partner,Single,Female,University Student,None,Catholic
12,Repton Drive,Teresa,Graham,36,Head,Married,Female,Psychiatric nurse,None,Christian
12,Repton Drive,Jamie,Graham,46,Husband,Married,Male,Product/process development scientist,None,None
12,Repton Drive,Hugh,Graham,7,Son,NA,Male,Student,None,NA
13,Repton Drive,Hollie,Owens,32,Head,Single,Female,Air cabin crew,None,Methodist
13,Repton Drive,Patrick,Allen,35,Partner,Single,Male,Hydrogeologist,None,None
14,Repton Drive,Victoria,Kay,60,Head,Divorced,Female,Special effects artist,None,None
14,Repton Drive,Reece,Kay,36,Son,Single,Male,Energy engineer,None,None
15,Repton Drive,Lindsey,Roberts,35,Head,Divorced,Female,Unemployed,None,Catholic
15,Repton Drive,Marcus,Roberts,7,Son,NA,Male,Student,None,NA
16,Repton Drive,Kerry,Winter,48,Head,Married,Female,"Education officer, environmental",None,Muslim
16,Repton Drive,Damian,Winter,50,Husband,Married,Male,"Conservator, furniture",None,Muslim
16,Repton Drive,Jordan,Winter,13,Son,NA,Male,Student,None,NA
16,Repton Drive,Anna,Winter,9,Daughter,NA,Female,Student,None,NA
16,Repton Drive,Anthony,Winter,5,Son,NA,Male,Student,None,NA
17,Repton Drive,Julia,Townsend,46,Head,Married,Female,"Engineer, agricultural",None,Catholic
17,Repton Drive,John,Townsend,45,Husband,Married,Male,Food technologist,None,None
17,Repton Drive,Amelia,Townsend,14,Daughter,NA,Female,Student,None,NA
17,Repton Drive,Tracy,Townsend,10,Daughter,NA,Female,Student,None,NA
17,Repton Drive,Frank,Townsend,6,Son,NA,Male,Student,None,NA
18,Repton Drive,Hayley,Ward,66,Head,Married,Female,Secondary school teacher,None,None
18,Repton Drive,Owen,Ward,67,Husband,Married,Male,"Librarian, academic",None,None
19,Repton Drive,Trevor,Evans,60,Head,Divorced,Male,Insurance risk surveyor,None,Catholic
20,Repton Drive,Anthony,Roberts,77,Head,Divorced,Male,Retired Corporate investment banker,None,Christian
21,Repton Drive,Anna,Fisher,55,Head,Single,Female,Unemployed,None,Christian
21,Repton Drive,Callum,Davis,54,Partner,Single,Male,"Psychologist, sport and exercise",None,Christian
21,Repton Drive,Gary,Fisher,16, ,NA,Male,Student,None,NA
22,Repton Drive,Elliot,Robinson,81,Head,Married,Male,Retired Geographical information systems officer,None,Christian
22,Repton Drive,Marion,Robinson,80,Wife,Married,Female,Retired Company secretary,None,Christian
23,Repton Drive,Natasha,Green,59,Head,Married,Female,Proofreader,None,None
23,Repton Drive,Declan,Green,61,Husband,Married,Male,IT trainer,Mental Disability,None
23,Repton Drive,Jill,Green,27,Daughter,Single,Female,Ranger/warden,None,None
23,Repton Drive,George,Green,25,Son,Single,Male,Artist,None,None
24,Repton Drive,Donna,Hill,56,Head,Single,Female,Unemployed,None,Christian
24,Repton Drive,Barbara,Hill,28,Daughter,Single,Female,Astronomer,None,None
24,Repton Drive,Frank,Hill,23,Son,Widowed,Male,Primary school teacher,None,Christian
25,Repton Drive,Christopher,Phillips,74,Head,Married,Male,Unemployed,None,Christian
25,Repton Drive,Helen,Phillips,72,Wife,Married,Female,"Retired Development worker, community",None,None
26,Repton Drive,Denise,Brown,38,Head,Divorced,Female,Diagnostic radiographer,None,Catholic
26,Repton Drive,Anna,Brown,11,Daughter,NA,Female,Student,None,NA
26,Repton Drive,Holly,Brown,11,Daughter,NA,Female,Student,None,NA
26,Repton Drive,Craig,Brown,6,Son,NA,Male,Student,None,NA
26,Repton Drive,Denis,Brown,5,Son,NA,Male,Student,None,NA
27,Repton Drive,Paula,Reeves,67,Head,Widowed,Female,Unemployed,None,None
27,Repton Drive,Katie,Reeves,24,Daughter,Divorced,Female,Fine artist,None,None
28,Repton Drive,Annette,Thomas,89,Head,Married,Female,"Retired Psychologist, occupational",None,Christian
28,Repton Drive,Samuel,Thomas,93,Husband,Married,Male,"Retired Teacher, adult education",None,Christian
29,Repton Drive,Lynda,Howells,23,Head,Married,Female,Forensic scientist,None,None
29,Repton Drive,Gregory,Howells,27,Husband,Married,Male,"Programmer, systems",None,None
30,Repton Drive,Gareth,Edwards,59,Head,Single,Male,Unemployed,None,Catholic
31,Repton Drive,Donna,Slater,33,Head,Married,Female,Herbalist,None,Muslim
31,Repton Drive,Alexander,Slater,36,Husband,Married,Male,Learning mentor,None,Muslim
31,Repton Drive,Charlene,Slater,14,Daughter,NA,Female,Student,None,NA
31,Repton Drive,Ricky,Slater,10,Son,NA,Male,Student,None,NA
32,Repton Drive,Anthony,Moore,74,Head,Widowed,Male,"Retired Conservator, furniture",None,Christian
33,Repton Drive,Marian,Thomson,20,Head,Single,Female,Comptroller,None,Methodist
33,Repton Drive,Aaron,Bryant,25,None,Single,Male,Hospital doctor,None,None
34,Repton Drive,Denis,Palmer,54,Head,Married,Male,Animal technologist,None,None
34,Repton Drive,Bethany,Palmer,52,Wife,Married,Female,Occupational therapist,None,None
35,Repton Drive,Ashley,Smith,21,Head,Married,Male,University Student,None,Methodist
35,Repton Drive,Denise,Smith,19,Wife,Married,Female,University Student,None,Methodist
36,Repton Drive,Carly,Newman,74,Head,Widowed,Female,Retired Chiropodist,None,None
37,Repton Drive,Billy,Williams,49,Head,Divorced,Male,Sub,None,Christian
38,Repton Drive,Shirley,Rowe,36,Head,Married,Female,Multimedia programmer,None,Christian
38,Repton Drive,Matthew,Rowe,38,Husband,Married,Male,Hydrologist,None,Christian
38,Repton Drive,Peter,Dodd,43,Lodger,Single,Male,Market researcher,None,Catholic
38,Repton Drive,Stephanie,Harper,63,Lodger,Single,Female,"Geologist, wellsite",None,Christian
39,Repton Drive,Jenna,Green,81,Head,Married,Female,Retired Glass blower/designer,None,None
39,Repton Drive,Andrea,Green,83,Wife,Married,Female,"Retired Therapist, art",None,None
40,Repton Drive,Janet,Brown,75,Head,Married,Female,Retired Ergonomist,None,Christian
40,Repton Drive,Jonathan,Brown,78,Husband,Married,Male,"Retired Geneticist, molecular",None,Christian
41,Repton Drive,Annette,Lucas,73,Head,Married,Female,"Retired Designer, multimedia",None,Catholic
41,Repton Drive,Clive,Lucas,72,Husband,Married,Male,"Retired Therapist, art",None,Catholic
41,Repton Drive,Stanley,Lucas,37,Son,Single,Male,Diagnostic radiographer,None,Catholic
41,Repton Drive,Shaun,Jackson-Lucas,36,Son,Single,Male,Geoscientist,None,Catholic
42,Repton Drive,Josephine,Jones,29,Head,Married,Female,Herbalist,None,None
42,Repton Drive,Marc,Jones,28,Husband,Married,Male,Freight forwarder, ,None
43,Repton Drive,Sylvia,John,49,Head,Single,Female,Naval architect,None,None
43,Repton Drive,Reece,Moore,48,Partner,Single,Male,"Engineer, building services",None,None
44,Repton Drive,Eileen,O'Brien,48,Head,Divorced,Female,Fish farm manager,None,Catholic
44,Repton Drive,Shirley,O'Brien,16,Daughter,NA,Female,Student,None,NA
45,Repton Drive,Anna,Cox,58,Head,Married,Female,Unemployed,None,Christian
45,Repton Drive,Stephen,Cox,62,Husband,Married,Male,Market researcher,None,None
45,Repton Drive,Billy,Cox,24,Son,Divorced,Male,Advice worker,None,None
46,Repton Drive,Leah,Sharp,45,Head,Single,Female,"Producer, radio",None,Catholic
47,Repton Drive,Jennifer,Miller,39,Head,Married,Female,Unemployed,None,Catholic
47,Repton Drive,Douglas,Miller,41,Husband,Married,Male,Curator,None,None
47,Repton Drive,Marian,Miller,12,Daughter,NA,Female,Student,None,NA
47,Repton Drive,James,Miller,8,Son,NA,Male,Student,None,NA
47,Repton Drive,Ann,Miller,4,Daughter,NA,Female,Child,None,NA
48,Repton Drive,Kim,Dawson,31,Head,Divorced,Female,Unemployed,None,None
48,Repton Drive,Leonard,Dawson,4,Son,NA,Male,Child,None,NA
48,Repton Drive,Clare,Dawson,3,Daughter,NA,Female,Child,None,NA
48,Repton Drive,Sylvia,Dawson,1,Daughter,NA,Female,Child,None,NA
49,Repton Drive,Sandra,Hodgson,35,Head,Married,Female,Company secretary,None,Catholic
49,Repton Drive,Robert,Hodgson,35,Husband,Married,Male,Technical brewer,None,Catholic
1,Summerrow Road,Leslie,Turner,37,Head,Single,Male,Advertising art director,None,Christian
1,Summerrow Road,Christian,Nelson,21,None,Single,Male,University Student,None,Methodist
2,Summerrow Road,Victoria,Ward,32,Head,Divorced,Female,Unemployed,None,None
2,Summerrow Road,Henry,Ward,12,Son,NA,Male,Student,None,NA
3,Summerrow Road,Marc,Rhodes,79,Head,Widowed,Male,Retired Tree surgeon,None,None
4,Summerrow Road,Kathryn,Booth,86,Head,Widowed,Female,"Retired Therapist, art",None,None
5,Summerrow Road,Paula,Butcher,51,Head,Single,Female,Dramatherapist,None,Christian
5,Summerrow Road,Carl,Henderson,53,Partner,Single,Male,Fisheries officer,None,None
5,Summerrow Road,Rita,Butcher,16,Daughter,NA,Female,Student,None,NA
6,Summerrow Road,Jasmine,O'Donnell,48,Head,Single,Female,Radiation protection practitioner,None,None
6,Summerrow Road,Reece,O'Donnell,12,Son,NA,Male,Student,None,NA
6,Summerrow Road,Gerard,O'Donnell,11,Son,NA,Male,Student,None,NA
6,Summerrow Road,Russell,O'Donnell,6,Son,NA,Male,Student,None,NA
7,Summerrow Road,Trevor,Johnson,41,Head,Married,Male,Unemployed,None,Christian
7,Summerrow Road,Denise,Johnson,38,Wife,Married,Female,Editorial assistant,None,None
8,Summerrow Road,Joyce,Smith,48,Head,Divorced,Female,Unemployed,None,None
8,Summerrow Road,Sophie,Smith,9,Daughter,NA,Female,Student,None,NA
8,Summerrow Road,Jean,Smith,5,Daughter,NA,Female,Student,None,NA
9,Summerrow Road,Kevin,Roberts,72,Head,Widowed,Male,Retired Applications developer,None,Christian
10,Summerrow Road,Debra,White,63,Head,Married,Female,Sport and exercise psychologist,None,Catholic
10,Summerrow Road,Karl,White,64,Husband,Married,Male,Operations geologist,None,None
11,Summerrow Road,Jacqueline,Parsons,22,Head,Single,Female,University Student,None,None
11,Summerrow Road,Kirsty,Jones,19,None,Single,Female,University Student,None,Christian
12,Summerrow Road,Carly,Leonard,24,Head,Married,Female,Unemployed,None,None
12,Summerrow Road,Christian,Leonard,26,Husband,Married,Male,Quality manager,None,None
13,Summerrow Road,Gordon,Thomas-Lewis,73,Head,Widowed,Male,"Retired Surveyor, rural practice",None,None
13,Summerrow Road,Jeffrey,Wall-Thomas-Lewis,41,Son,Single,Male,Diagnostic radiographer,None,None
1,Lightning Causeway,Marc,Wall,38,Head,Single,Male,Communications engineer,None,Catholic
1,Lightning Causeway,Fiona,Winter,39,Partner,Single,Female,Sports therapist,None,None
2,Lightning Causeway,Ricky,Smith,46,Head,Married,Male,Printmaker,None,Methodist
2,Lightning Causeway,Joanne,Smith,44,Wife,Married,Female,Education administrator,None,Methodist
3,Lightning Causeway,Kelly,Edwards,90,Head,Widowed,Female,Retired Bonds trader,None,Muslim
4,Lightning Causeway,Jade,Turner,65,Head,Married,Female,Furniture designer,None,None
4,Lightning Causeway,Malcolm,Turner,67,Husband,Married,Male,Actuary,None,None
4,Lightning Causeway,Jasmine,Turner,25,Daughter,Single,Female,Soil scientist,None,None
4,Lightning Causeway,Damian,Turner,24,Son,Divorced,Male,Multimedia programmer,None,None
4,Lightning Causeway,Gordon,Freeman-Turner,22,Son,Divorced,Male,University Student,None,None
5,Lightning Causeway,Pauline,Harrison,50,Head,Divorced,Female,Commercial horticulturist,None,Catholic
5,Lightning Causeway,Anna,Harrison,17,Daughter,NA,Female,Student,None,NA
1,Charity Road,Abbie,Lewis,67,Head,Widowed,Female,Astronomer,None,Christian
2,Charity Road,Colin,Bates,42,Head,Single,Male,Unemployed,None,Christian
3,Charity Road,William,Slater,33,Head,Married,Male,Press photographer,None,Christian
3,Charity Road,Abbie,Slater,32,Wife,Married,Female,Broadcast journalist,None,Christian
4,Charity Road,Elliot,Marshall,63,Head,Single,Male,Curator,None,Catholic
4,Charity Road,Marion,Marshall,7,Granddaughter,NA,Female,Student,None,NA
5,Charity Road,Darren,Brookes,80,Head,Widowed,Male,Retired Jewellery designer,None,Christian
6,Charity Road,Jenna,Kent,57,Head,Single,Female,Unemployed,None,Christian
6,Charity Road,Kieran,Baker,61,Partner,Single,Male,Dancer,None,Christian
6,Charity Road,Jade,Kent,16,Daughter,NA,Female,Student,None,NA
7,Charity Road,Megan,Perry,55,Head,Single,Female,Investment analyst,None,Catholic
1,Knight River,Dawn,Pollard,41,Head,Single,Female,Photographer,None,Methodist
1,Knight River,Sharon,Pollard,10,Step-Daughter,NA,Female,Student,None,NA
2,Knight River,Leah,Baker,89,Head,Divorced,Female,Retired Hydrogeologist,None,Christian
3,Knight River,Julian,Hilton,21,Head,Divorced,Male,University Student,None,None
4,Knight River,Dale,White,41,Head,Divorced,Male,Environmental consultant,None,None
5,Knight River,Caroline,Bull,37,Head,Single,Female,Sport and exercise psychologist,None,Christian
6,Knight River,Terence,Murphy,70,Head,Widowed,Male,Retired Sub,None,Christian
7,Knight River,Arthur,Collins,69,Head,Married,Male,Retired Occupational therapist,None,Sikh
7,Knight River,Sylvia,Collins,62,Wife,Married,Female,Interior and spatial designer,None,None
8,Knight River,Louise,Lord,66,Head,Widowed,Female,Forest/woodland manager,None,Buddist
1,Whitehall Road,Donna,Clark,44,Head,Married,Female,Lexicographer,None,Christian
1,Whitehall Road,Dean,Clark-King,45,Husband,Married,Male,Unemployed,None,None
1,Whitehall Road,Dorothy,Clark-King,19,Daughter,Single,Female,University Student,None,Christian
1,Whitehall Road,Roy,Clark-King,15,Son,NA,Male,Student,None,NA
1,Whitehall Road,Kim,Clark-King,12,Daughter,NA,Female,Student,None,NA
2,Whitehall Road,Grace,Ali,43,Head,Married,Female,Occupational therapist,None,Baptist
2,Whitehall Road,Josh,Ali,43,Husband,Married,Male,Commercial horticulturist,None,Baptist
2,Whitehall Road,Molly,Ali,12,Daughter,NA,Female,Student,None,NA
2,Whitehall Road,Joel,Ali,11,Son,NA,Male,Student,None,NA
3,Whitehall Road,Oliver,Ward,26,Head,Divorced,Male,"Engineer, aeronautical",None,Christian
3,Whitehall Road,Margaret,Ward,4,Daughter,NA,Female,Child,None,NA
4,Whitehall Road,Rita,Carey,38,Head,Married,Female,Research scientist (medical),None,Christian
4,Whitehall Road,Cameron,Carey,40,Husband,Married,Male,"Scientist, marine",None,Christian
4,Whitehall Road,Sandra,Carey,20,Daughter,Single,Female,"Administrator, education",None,Christian
4,Whitehall Road,Julia,Carey,16,Daughter,NA,Female,Student,None,NA
5,Whitehall Road,Kathleen,Cooper,33,Head,Single,Female,Unemployed,None,Muslim
5,Whitehall Road,Judith,Hill,21,Lodger,Single,Female,University Student,None,None
5,Whitehall Road,Amelia,Watson,35,Lodger,Divorced,Female,Horticultural consultant,None,None
6,Whitehall Road,Josephine,Lamb,40,Head,Single,Female,Unemployed,None,Christian
6,Whitehall Road,Patricia,Lamb,7,Daughter,NA,Female,Student,None,NA
6,Whitehall Road,Russell,Lamb,3,Son,NA,Male,Child,None,NA
6,Whitehall Road,Jamie,Lamb,2,Son,NA,Male,Child,None,NA
6,Whitehall Road,Richard,Shepherd,27,Sibling,Single,Male,Public relations account executive,None,Christian
7,Whitehall Road,Jay,Fry,26,Head,Married,Male,Associate Professor,None,None
7,Whitehall Road,Lauren,Fry,20,Wife,Married,Female,University Student,None,None
8,Whitehall Road,Paige,Shaw-Patterson,32,Head,Married,Female,"Surveyor, minerals",None,None
8,Whitehall Road,Wayne,Shaw-Patterson,34,Husband,Married,Male,Research scientist (life sciences),None,None
8,Whitehall Road,Christian,Shaw-Patterson,15,Son,NA,Male,Student,None,NA
8,Whitehall Road,Martyn,Shaw-Patterson,14,Son,NA,Male,Student,None,NA
8,Whitehall Road,Terence,Shaw-Patterson,11,Son,NA,Male,Student,None,NA
8,Whitehall Road,Sharon,Shaw-Patterson,11,Daughter,NA,Female,Student,None,NA
9,Whitehall Road,Matthew,Burns,83,Head,Married,Male,"Retired Scientist, forensic",None,Christian
9,Whitehall Road,Kathryn,Burns,80,Wife,Married,Female,Retired Legal secretary,None,None
